Title,Portátil,Max_Jugadores,Multiplataforma,Online,Genre,Licenciado,Desarrollador,Secuela,Puntuacion_Reseña,Rating,Fecha_Lanzamineto,Length.All PlayStyles.Average,Length.All PlayStyles.Leisure,Length.All PlayStyles.Median,Length.All PlayStyles.Polled,Length.All PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Polled,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Median,Length.Main + Extras.Polled,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Median,Length.Main Story.Polled,Length.Main Story.Rushed
Final Fantasy XII: Revenant Wings,True,1,True,True,"Role-Playing (RPG),Strategy",True,SquareEnix,True,81,T,2007,38.55,67.3833333333333,30.9833333333333,41,27.3833333333333,54.4166666666667,76.5333333333333,51.7166666666667,10,39.1833333333333,34.4,51.2166666666667,30.5,25,27.1166666666667,29.3666666666667,34.8666666666667,30.1,6,24.8666666666667
SOCOM: U.S. Navy SEALs - Tactical Strike,True,1,True,True,"Action,Strategy",True,Sony,True,72,M,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unreal Tournament III,True,1,True,True,Action,True,Midway,True,86,M,2007,14.0666666666667,24.1333333333333,12.5166666666667,35,8.88333333333333,22.5166666666667,23.5833333333333,23.5,4,20.9666666666667,18.7,26.25,16.3166666666667,8,13.75,11,19.3666666666667,10.5,23,7.61666666666667
Bee Movie Game,True,2,True,True,Action,True,Activision,True,62,E,2007,5.76666666666667,6.26666666666667,5.63333333333333,4,5.35,6,6,6,1,6,5.26666666666667,5.26666666666667,5.26666666666667,1,5.26666666666667,5.91666666666667,6.36666666666667,5.91666666666667,2,5.45
Def Jam: Icon,True,2,True,True,Action,True,EA,True,69,M,2007,8,8.25,8,2,7.75,0,0,0,0,0,0,0,0,0,0,8,8.25,8,2,7.75
Transformers: The Game,True,1,True,True,Action,True,Activision,True,54,E,2007,7.23333333333333,12.3166666666667,5.5,13,4.53333333333333,18.2833333333333,18.2833333333333,18.2833333333333,1,18.2833333333333,17.35,17.35,17.35,1,17.35,5.31666666666667,6.06666666666667,5,11,3.91666666666667
TimeShift,True,1,True,True,Action,True,,True,70,M,2007,8.5,11.85,8.91666666666667,78,6.35,9.06666666666667,9.51666666666667,9,5,8.51666666666667,10.2,12.55,10,9,8.71666666666667,8.21666666666667,10.65,8.4,64,6.15
SSX Blur,True,4,True,True,Sports,True,EA,True,74,E,2007,10,10,10,1,10,0,0,0,0,0,0,0,0,0,0,10,10,10,1,10
Bleach: The Blade of Fate,True,1,True,True,Action,True,Sega,True,83,E,2007,18.6166666666667,37.4,9,9,8.73333333333333,35.5,48.25,35.5,2,22.75,20,26,20,4,14,5.55,6.63333333333333,5,3,4.46666666666667
EA Playground,True,1,True,True,"Racing / Driving,Sports",True,EA,True,60,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Fantasy II,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,63,E,2007,29.9333333333333,64.4833333333333,28,151,21.0833333333333,45.45,72.3833333333333,44.1333333333333,19,31.65,33.0833333333333,45.8666666666667,30.4333333333333,41,25.1166666666667,25.2666666666667,41.7833333333333,25,91,19.1666666666667
The Eye of Judgment,True,2,True,True,Strategy,True,Sony,True,75,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLB 07: The Show,True,2,True,True,Sports,True,Sony,True,77,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virtua Fighter 5,True,2,True,True,Action,True,Sega,True,85,M,2007,3.33333333333333,5.7,1.5,10,1.36666666666667,1.25,1.36666666666667,1.25,2,1.11666666666667,8.33333333333333,8.58333333333333,8,3,8.08333333333333,1.16666666666667,1.58333333333333,1.16666666666667,5,0.75
NiGHTS: Journey of Dreams,True,2,True,True,Action,True,Sega,True,69,M,2007,6.68333333333333,7.08333333333333,6.61666666666667,4,6.31666666666667,0,0,0,0,0,7.25,7.25,7.25,1,7.25,6.5,6.88333333333333,6,3,6.11666666666667
Puzzle Quest: Challenge of the Warlords,True,1,True,True,"Role-Playing (RPG),Strategy",True,,True,82,E,2007,41.1666666666667,59.7833333333333,40,58,27.7833333333333,54.5666666666667,62.6333333333333,56,7,47.6333333333333,40.95,59.85,40.5,30,27.85,37.0166666666667,47.5,35,21,29
NBA Live 08,True,1,True,True,Sports,True,EA,True,73,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kane & Lynch: Dead Men,True,2,True,True,Action,True,Eidos,True,64,E,2007,5.93333333333333,11.8166666666667,6,124,4.48333333333333,9.55,11.6333333333333,9,4,7.75,6.63333333333333,10.7333333333333,6.33333333333333,25,4.78333333333333,5.6,11.7333333333333,6,95,4.4
Crash of the Titans,True,2,True,True,Action,True,,True,65,E,2007,7.75,9.05,8,19,5.71666666666667,9.21666666666667,9.73333333333333,9.21666666666667,2,8.7,10.1,10.1,10.1,1,10.1,7.43333333333333,8.73333333333333,7.5,16,5.5
Harry Potter and the Order of the Phoenix,True,1,True,True,Action,True,EA,True,51,E,2007,12.3833333333333,15.65,12.25,25,8.81666666666667,15.2,17.05,15,10,14.05,10,10,10,1,10,10.5333333333333,14.1333333333333,10,14,7.8
SimCity DS,True,1,True,True,Simulation,True,EA,True,69,T,2007,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,3,3,3,1,3
Wario: Master of Disguise,True,1,True,True,Action,True,Nintendo,True,60,E,2007,10.2833333333333,12.4333333333333,9.5,4,8.53333333333333,0,0,0,0,0,15,15,15,1,15,8.71666666666667,9.41666666666667,9,3,8.01666666666667
No More Heroes,True,1,True,True,"Action,Racing / Driving",True,Ubisoft,True,83,M,2007,14.6333333333333,35.9,13,80,9.4,26.8833333333333,41.8333333333333,24.5,12,19.8333333333333,14.4,19.35,14,34,11.8333333333333,10.5333333333333,12.8166666666667,10,34,7.63333333333333
BlackSite: Area 51,True,1,True,True,Action,True,Midway,True,62,E,2007,5.81666666666667,7.9,5.8,30,4.68333333333333,6.8,7.4,6.8,2,6.21666666666667,5.86666666666667,6.21666666666667,6,4,5.46666666666667,5.73333333333333,7.81666666666667,5.53333333333333,24,4.58333333333333
Shrek the Third,True,2,True,True,Action,True,Activision,True,56,E,2007,5.11666666666667,5.96666666666667,4.75,4,4.46666666666667,5.5,5.5,5.5,1,5.5,7,7,7,1,7,4,4,4,2,4
Shrek the Third,True,1,True,True,Adventure,True,Activision,True,70,T,2007,5.11666666666667,5.96666666666667,4.75,4,4.46666666666667,5.5,5.5,5.5,1,5.5,7,7,7,1,7,4,4,4,2,4
Surf's Up,True,1,True,True,"Racing / Driving,Sports",True,Ubisoft,True,56,T,2007,1.28333333333333,1.61666666666667,1.28333333333333,2,0.966666666666667,0,0,0,0,0,0,0,0,0,0,1.28333333333333,1.61666666666667,1.28333333333333,2,0.966666666666667
MLB 07: The Show,True,1,True,True,Sports,True,Sony,True,82,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMNT,True,1,True,True,Action,True,Ubisoft,True,58,E,2007,4.91666666666667,6.46666666666667,5,32,3.46666666666667,5.18333333333333,6.16666666666667,5,10,4.4,5.5,6.8,5.75,4,4.05,4.65,5.46666666666667,4.75,18,3.35
Spider-Man: Friend or Foe,True,2,True,True,Action,True,Activision,True,60,E,2007,11.1166666666667,17.5166666666667,9,17,7,17.15,20.8833333333333,16.4,6,12.9666666666667,6.9,8.41666666666667,6.81666666666667,4,5.4,8.35,10.5833333333333,8,7,6.83333333333333
Contra 4,True,1,True,True,Action,True,Konami,True,83,T,2007,7.36666666666667,17.9166666666667,3.11666666666667,12,3.11666666666667,17.5,17.75,17.5,2,17.25,0,0,0,0,0,5.33333333333333,17.1666666666667,2.11666666666667,10,2.36666666666667
Phoenix Wright: Ace Attorney - Trials and Tribu...,True,1,True,True,"Adventure,Simulation",True,Capcom,True,81,T,2007,22.0833333333333,34.7666666666667,21.0333333333333,107,15.7666666666667,23.7833333333333,35.6833333333333,23,48,16.6833333333333,24.6666666666667,24.85,24.6666666666667,4,24.4666666666667,20.4166666666667,26.6666666666667,20,55,15.5
Disney Pirates of the Caribbean: At World's End,True,1,True,True,Action,True,Disney,True,66,T,2007,10.3166666666667,20.2666666666667,7,11,6.81666666666667,31.9,31.9,31.9,1,31.9,11.7166666666667,12.5,12.4666666666667,4,10.5333333333333,5.8,6.43333333333333,5.91666666666667,6,5.43333333333333
Dragon Ball Z: Shin Budokai - Another Road,True,1,True,True,Action,True,"Atari,Namco",True,65,E,2007,8.61666666666667,9.23333333333333,8.35,6,8.23333333333333,9,9,9,1,9,0,0,0,0,0,8.53333333333333,9.13333333333333,8,5,8.13333333333333
Spider-Man 3,True,1,True,True,Action,True,Activision,True,60,E,2007,10.8333333333333,16.2833333333333,10.3166666666667,18,7.88333333333333,10.8166666666667,10.8166666666667,10.8166666666667,1,10.8166666666667,12.55,16.9666666666667,11.3166666666667,7,10.9666666666667,9.63333333333333,12.4833333333333,9.66666666666667,10,7.41666666666667
The Golden Compass,True,1,True,True,Action,True,Sega,True,41,M,2007,8.56666666666667,12.1333333333333,7,5,6.38333333333333,0,0,0,0,0,16.5,16.5,16.5,1,16.5,6.58333333333333,7.1,6.98333333333333,4,5.88333333333333
Stuntman: Ignition,True,4,True,True,"Action,Racing / Driving",True,THQ,True,75,T,2007,8.2,11.1333333333333,6.33333333333333,10,5.8,13.1,14.5166666666667,15,3,11.6833333333333,6.33333333333333,6.41666666666667,6.33333333333333,2,6.25,6.01666666666667,7.81666666666667,5.26666666666667,5,5
Chicken Shoot,True,2,True,True,Action,True,,True,27,E,2007,0.616666666666667,0.683333333333333,0.616666666666667,2,0.55,0.5,0.5,0.5,1,0.5,0,0,0,0,0,0.75,0.75,0.75,1,0.75
Shrek the Third,True,2,True,True,Action,True,Activision,True,57,E,2007,5.11666666666667,5.96666666666667,4.75,4,4.46666666666667,5.5,5.5,5.5,1,5.5,7,7,7,1,7,4,4,4,2,4
DK: Jungle Climber,True,1,True,True,"Action,Strategy",True,Nintendo,True,77,T,2007,6.43333333333333,7.6,6,3,5.25,0,0,0,0,0,9,9,9,1,9,5.15,5.56666666666667,5.15,2,4.71666666666667
Dragon Quest IV: Chapters of the Chosen,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,80,T,2007,31.5666666666667,53.7666666666667,30,140,23.0666666666667,42.0333333333333,54.2333333333333,40.05,15,35.5166666666667,33.4666666666667,54.7666666666667,32.1166666666667,58,24.0666666666667,27.5666666666667,38.3166666666667,26.65,67,22.5
300: March to Glory,True,1,True,True,Action,True,Eidos,True,55,E,2007,7.4,7.4,7.4,1,7.4,0,0,0,0,0,0,0,0,0,0,7.4,7.4,7.4,1,7.4
Fire Emblem: Radiant Dawn,True,1,True,True,"Role-Playing (RPG),Strategy",True,Nintendo,True,78,T,2007,50.1833333333333,99.5,47.8333333333333,70,30.8333333333333,55.5166666666667,62.6166666666667,55,7,49.6166666666667,63.7666666666667,105.65,58.8333333333333,20,47.15,43,55.75,42,43,27.5833333333333
The Golden Compass,True,1,True,True,Action,True,Sega,True,35,E,2007,8.56666666666667,12.1333333333333,7,5,6.38333333333333,0,0,0,0,0,16.5,16.5,16.5,1,16.5,6.58333333333333,7.1,6.98333333333333,4,5.88333333333333
Manhunt 2,True,1,True,True,Action,True,Rockstar,True,62,E,2007,10.3833333333333,17.15,9.5,33,6.81666666666667,21.1833333333333,22.7833333333333,21.1833333333333,2,19.5833333333333,12.3333333333333,14.0833333333333,14,7,10.0833333333333,8.9,12.8666666666667,8.56666666666667,24,6.21666666666667
NASCAR 08,True,1,True,True,"Racing / Driving,Sports",True,EA,True,59,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virtua Tennis 3,True,4,True,True,Sports,True,Sega,True,80,E,2007,18.1666666666667,26.5333333333333,15.5,6,14.5,0,0,0,0,0,18.4,26.4666666666667,15,5,14.4333333333333,17,17,17,1,17
All-Pro Football 2K8,True,4,True,True,Sports,True,2K,True,75,T,2007,12,12,12,1,12,0,0,0,0,0,0,0,0,0,0,12,12,12,1,12
Major League Baseball 2K7,True,2,True,True,Sports,True,2K,True,74,M,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Warriors,True,1,True,True,Action,True,Rockstar,True,52,T,2007,12.5666666666667,16.75,10.45,14,9,12.9166666666667,12.9166666666667,12.9166666666667,1,12.9166666666667,10.3666666666667,10.3666666666667,10.3666666666667,1,10.3666666666667,12.7333333333333,16.75,10.2666666666667,12,9
Ghost Rider,True,4,True,True,Action,True,2K,True,49,T,2007,4.63333333333333,5.11666666666667,4.81666666666667,3,4.16666666666667,3.6,3.6,3.6,1,3.6,0,0,0,0,0,5.15,5.31666666666667,5.15,2,4.98333333333333
Tony Hawk's Proving Ground,True,2,True,True,Sports,True,Activision,True,57,E,2007,8.13333333333333,8.13333333333333,8.13333333333333,1,8.13333333333333,0,0,0,0,0,0,0,0,0,0,8.13333333333333,8.13333333333333,8.13333333333333,1,8.13333333333333
Juiced 2: Hot Import Nights,True,2,True,True,Racing / Driving,True,THQ,True,68,E,2007,16.45,18,15.6,8,15,0,0,0,0,0,17.4166666666667,18.6833333333333,17.35,4,16.1833333333333,15.5,16.6166666666667,15,4,14.6166666666667
Juiced 2: Hot Import Nights,True,1,True,True,Racing / Driving,True,THQ,True,72,T,2007,16.45,18,15.6,8,15,0,0,0,0,0,17.4166666666667,18.6833333333333,17.35,4,16.1833333333333,15.5,16.6166666666667,15,4,14.6166666666667
The Simpsons Game,True,1,True,True,Action,True,EA,True,59,M,2007,1.03333333333333,2.4,1,35,0.716666666666667,1.48333333333333,2.51666666666667,1,7,0.9,0,0,0,0,0,0.933333333333333,1.45,0.866666666666667,28,0.65
Syphon Filter: Logan's Shadow,True,1,True,True,"Action,Strategy",True,Sony,True,85,T,2007,10.6333333333333,11.15,10,7,9.65,10.7666666666667,11.3833333333333,10.7666666666667,2,10.15,10.3333333333333,11.0833333333333,10,3,9.58333333333333,11,11.5,11,2,10.5
Tiger Woods PGA Tour 08,True,4,True,True,Sports,True,EA,True,79,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ratatouille,True,4,True,True,Action,True,THQ,True,56,T,2007,13.2,19.8,12.5,6,7.66666666666667,15,15,15,2,15,26.75,26.75,26.75,1,26.75,7.5,9.36666666666667,10,3,5.61666666666667
Trauma Center: New Blood,True,2,True,True,"Action,Simulation",True,Nintendo,True,77,E,2007,11.7333333333333,16.0666666666667,12.5666666666667,16,8.48333333333333,0,0,0,0,0,16,17.75,15,3,14.25,10.75,12.8666666666667,12,13,8.1
Hotel Dusk: Room 215,True,1,True,True,Adventure,True,Nintendo,True,78,E,2007,15.6,24.8166666666667,15,85,12.45,16.7333333333333,25.35,16,17,12.9833333333333,16.3833333333333,17.3333333333333,16,9,15.5833333333333,15.15,18.0833333333333,15,59,12.9166666666667
Mega Man ZX Advent,True,1,True,True,Action,True,Capcom,True,78,T,2007,12.8833333333333,23.9833333333333,10.9333333333333,18,8.38333333333333,15.9333333333333,17.9,15.9333333333333,2,13.9666666666667,15.8166666666667,25.2333333333333,12.9666666666667,10,12,7,8.6,6.75,6,5.86666666666667
Silent Hill: 0rigins,True,1,True,True,Action,True,Konami,True,78,E,2007,6.16666666666667,13.0333333333333,6,64,4.45,6,6.5,6,4,5.5,6.6,12.9,5,11,4.36666666666667,6.08333333333333,8.61666666666667,6,49,4.43333333333333
Harry Potter and the Order of the Phoenix,True,1,True,True,Action,True,EA,True,68,M,2007,12.3833333333333,15.65,12.25,25,8.81666666666667,15.2,17.05,15,10,14.05,10,10,10,1,10,10.5333333333333,14.1333333333333,10,14,7.8
NHL 08 ,True,1,True,True,Sports,True,EA,True,85,E,2007,17.5,18.75,17.5,2,16.25,0,0,0,0,0,0,0,0,0,0,17.5,18.75,17.5,2,16.25
Castlevania: The Dracula X Chronicles,True,2,True,True,Action,True,Konami,True,80,E,2007,8.56666666666667,17.3166666666667,7.5,24,4.75,5.31666666666667,5.31666666666667,5.31666666666667,1,5.31666666666667,12.3333333333333,18.85,9.91666666666667,8,6.88333333333333,6.76666666666667,10.9333333333333,7,15,4.16666666666667
Tony Hawk's Proving Ground,True,1,True,True,Sports,True,Activision,True,39,M,2007,8.13333333333333,8.13333333333333,8.13333333333333,1,8.13333333333333,0,0,0,0,0,0,0,0,0,0,8.13333333333333,8.13333333333333,8.13333333333333,1,8.13333333333333
Jeanne d'Arc,True,1,True,True,"Role-Playing (RPG),Strategy",True,Sony,True,87,T,2007,39.4833333333333,61.2,37.0166666666667,44,27.6166666666667,68,74,68,2,62,42.1333333333333,62.15,38.1666666666667,26,33.5666666666667,31.6,36.6166666666667,30.9166666666667,16,24.1166666666667
BWii: Battalion Wars 2,True,1,True,True,"Action,Simulation,Strategy",True,Nintendo,True,75,T,2007,10.0333333333333,15.4333333333333,9.71666666666667,10,7.55,0,0,0,0,0,0,0,0,0,0,10.0333333333333,15.4333333333333,9.71666666666667,10,7.55
Battlestations: Midway,True,1,True,True,"Action,Strategy",True,Eidos,True,73,T,2007,7.96666666666667,10.1666666666667,8.71666666666667,15,5.71666666666667,0,0,0,0,0,3.26666666666667,3.26666666666667,3.26666666666667,1,3.26666666666667,8.3,10.2833333333333,8.85,14,5.83333333333333
Dragon Ball Z: Harukanaru Densetsu,True,1,True,True,Strategy,True,Atari,True,57,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Touch the Dead,True,1,True,True,Action,True,,True,56,T,2007,4.65,4.65,4.65,1,4.65,0,0,0,0,0,0,0,0,0,0,4.65,4.65,4.65,1,4.65
The Darkness,True,1,True,True,Action,True,2K,True,80,E,2007,10.9,17.0666666666667,10,90,7.96666666666667,17.7333333333333,21.2833333333333,20,5,14.4333333333333,11.7,15.3833333333333,11.1166666666667,40,9.2,9.43333333333333,11.1833333333333,9.5,45,7.46666666666667
Donkey Kong Barrel Blast,True,4,True,True,Racing / Driving,True,Nintendo,True,46,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The BIGS,True,4,True,True,"Action,Simulation,Sports",True,2K,True,79,M,2007,16.8166666666667,30.0666666666667,10.1333333333333,4,6.91666666666667,46.6833333333333,46.6833333333333,46.6833333333333,1,46.6833333333333,0,0,0,0,0,6.86666666666667,11.7,0.533333333333333,3,2.03333333333333
Armored Core 4,True,2,True,True,Action,True,Sega,True,65,E,2007,20.6,22.65,20,5,19.15,0,0,0,0,0,19,19.5,19,3,18.5,23,24,23,2,22
Etrian Odyssey,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,75,E,2007,60.8166666666667,98.3333333333333,54.05,24,40.7166666666667,92.1166666666667,113.683333333333,84.15,4,74.5666666666667,58.8833333333333,72.75,68.5,9,43.8333333333333,51,56.75,50,11,45.25
Ben 10: Protector of the Earth,True,1,True,True,Action,True,,True,60,T,2007,5.08333333333333,6.45,4.55,10,3.4,5.46666666666667,6.48333333333333,4.33333333333333,3,4.45,5.06666666666667,6.31666666666667,4.21666666666667,3,3.81666666666667,4.81666666666667,5.98333333333333,5.13333333333333,4,3.48333333333333
Tom Clancy's Splinter Cell: Double Agent,True,1,True,True,"Action,Strategy",True,Ubisoft,True,78,M,2007,12.4166666666667,35.85,11,76,8.85,17.3666666666667,37.1666666666667,11.3333333333333,9,11.2166666666667,11.9333333333333,19.25,11,27,8.73333333333333,11.6166666666667,15.65,11,40,9.65
Looney Tunes: Acme Arsenal,True,1,True,True,Action,True,,True,27,T,2007,3.83333333333333,4.46666666666667,3.15,3,3.2,0,0,0,0,0,0,0,0,0,0,3.83333333333333,4.46666666666667,3.15,3,3.2
Zack & Wiki: Quest for Barbaros' Treasure,True,1,True,True,Adventure,True,Capcom,True,87,E,2007,15.95,25.8833333333333,15,37,11.3333333333333,22.1166666666667,27.2666666666667,18,3,16.95,15.2333333333333,19.3833333333333,15,11,11.15,15.4833333333333,25.55,14.0833333333333,23,11.3833333333333
Monster Jam,True,4,True,True,Sports,True,Activision,True,43,M,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virtua Fighter 5,True,2,True,True,Action,True,Sega,True,89,E,2007,3.33333333333333,5.7,1.5,10,1.36666666666667,1.25,1.36666666666667,1.25,2,1.11666666666667,8.33333333333333,8.58333333333333,8,3,8.08333333333333,1.16666666666667,1.58333333333333,1.16666666666667,5,0.75
Lunar Knights,True,1,True,True,Action,True,Konami,True,82,T,2007,18.55,32.25,15.25,13,13.1166666666667,26,28,26,2,24,21.65,33.2833333333333,16.2833333333333,6,14.3166666666667,11.8833333333333,13.6,12,5,10.6333333333333
Enchanted Arms,True,1,True,True,Role-Playing (RPG),True,Ubisoft,True,64,E,2007,43.2833333333333,70.8166666666667,40,51,29.8166666666667,52.4,74.95,47.45,22,34.3666666666667,43.65,71.6666666666667,43.0333333333333,19,30.8333333333333,22.4833333333333,25.2666666666667,21.8333333333333,10,20.0666666666667
F.E.A.R.: First Encounter Assault Recon,True,1,True,True,Action,True,,True,72,T,2007,9.4,18.6,9,557,6.6,11.9,17.4333333333333,11.8666666666667,62,8.38333333333333,10.9333333333333,19.25,10.0666666666667,106,7.98333333333333,8.58333333333333,13.25,8.41666666666667,389,6.25
Folklore,True,1,True,True,"Action,Role-Playing (RPG)",True,Sony,True,75,E,2007,20.7833333333333,39.35,16.65,49,14.6166666666667,41.1333333333333,45.5666666666667,41.1333333333333,2,36.7,25.6333333333333,42.4333333333333,24.1166666666667,22,19.4333333333333,14.8666666666667,22.1166666666667,13.1,25,12.25
Juiced 2: Hot Import Nights,True,1,True,True,Racing / Driving,True,THQ,True,71,T,2007,16.45,18,15.6,8,15,0,0,0,0,0,17.4166666666667,18.6833333333333,17.35,4,16.1833333333333,15.5,16.6166666666667,15,4,14.6166666666667
The Elder Scrolls IV: Shivering Isles,True,1,True,True,"Action,Role-Playing (RPG)",True,,True,86,E,2007,21.8,46.9,15.8,38,12.9,49.2333333333333,63.0166666666667,52.8666666666667,5,35.5166666666667,20.8166666666667,34.6833333333333,17.9333333333333,22,13.1833333333333,11.2666666666667,15.3166666666667,10,11,9.48333333333333
NHL 08,True,7,True,True,Sports,True,EA,True,86,T,2007,17.5,18.75,17.5,2,16.25,0,0,0,0,0,0,0,0,0,0,17.5,18.75,17.5,2,16.25
NCAA 07 March Madness,True,4,True,True,Sports,True,EA,True,67,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayman Raving Rabbids,True,4,True,True,Action,True,Ubisoft,True,67,M,2007,6.7,8.21666666666667,6.18333333333333,27,5.13333333333333,8.1,8.55,8.1,2,7.65,8.26666666666667,9.1,8.13333333333333,8,6.76666666666667,5.8,6.95,6,17,4.86666666666667
Viva Pi$?ata: Party Animals,True,4,True,True,Racing / Driving,True,Microsoft,True,56,T,2007,8.88333333333333,8.88333333333333,8.88333333333333,1,8.88333333333333,8.88333333333333,8.88333333333333,8.88333333333333,1,8.88333333333333,0,0,0,0,0,0,0,0,0,0
Warriors Orochi,True,2,True,True,"Action,Role-Playing (RPG)",True,,True,53,E,2007,16.25,28.8,15,5,9.7,42,42,42,1,42,9.38333333333333,12.1833333333333,9.38333333333333,2,6.56666666666667,10.25,12.8666666666667,10.25,2,7.61666666666667
Luminous Arc,True,1,True,True,"Role-Playing (RPG),Strategy",True,,True,70,T,2007,28.1333333333333,44.6,24.3166666666667,28,21.9166666666667,49.7166666666667,57.85,55.7333333333333,5,43.85,24.4166666666667,27.2333333333333,24.5333333333333,8,21.75,22.9166666666667,27.4833333333333,21.75,15,19.9833333333333
Picross DS,True,1,True,True,Strategy,True,Nintendo,True,83,E,2007,62.4333333333333,138.283333333333,50.6833333333333,18,38.2833333333333,75.8166666666667,143.95,60,9,56.95,56.6666666666667,86.6666666666667,50,5,36.6666666666667,39.5166666666667,45.1666666666667,38.35,4,34.4666666666667
Harry Potter and the Order of the Phoenix,True,1,True,True,Action,True,EA,True,67,E,2007,12.3833333333333,15.65,12.25,25,8.81666666666667,15.2,17.05,15,10,14.05,10,10,10,1,10,10.5333333333333,14.1333333333333,10,14,7.8
College Hoops 2K7,True,6,True,True,Sports,True,2K,True,81,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The BIGS,True,4,True,True,"Action,Simulation,Sports",True,2K,True,80,T,2007,16.8166666666667,30.0666666666667,10.1333333333333,4,6.91666666666667,46.6833333333333,46.6833333333333,46.6833333333333,1,46.6833333333333,0,0,0,0,0,6.86666666666667,11.7,0.533333333333333,3,2.03333333333333
Stuntman: Ignition,True,4,True,True,"Action,Racing / Driving",True,THQ,True,76,E,2007,8.2,11.1333333333333,6.33333333333333,10,5.8,13.1,14.5166666666667,15,3,11.6833333333333,6.33333333333333,6.41666666666667,6.33333333333333,2,6.25,6.01666666666667,7.81666666666667,5.26666666666667,5,5
Mortal Kombat: Armageddon,True,4,True,True,"Action,Racing / Driving",True,Midway,True,71,E,2007,13.1333333333333,22.8666666666667,8.33333333333333,17,8.36666666666667,27.5,31.25,27.5,2,23.75,16.45,24.6833333333333,12.3166666666667,5,10.1833333333333,8.6,11.15,8,10,7.15
Def Jam: Icon,True,2,True,True,Action,True,EA,True,68,E,2007,8,8.25,8,2,7.75,0,0,0,0,0,0,0,0,0,0,8,8.25,8,2,7.75
Soulcalibur Legends,True,2,True,True,Action,True,Namco,True,52,E,2007,10.0333333333333,15.05,9.25,6,5.81666666666667,0,0,0,0,0,4.86666666666667,6.3,4.86666666666667,2,3.43333333333333,12.6,16,10.4833333333333,4,10.2666666666667
Surf's Up,True,2,True,True,Sports,True,Ubisoft,True,64,T,2007,1.28333333333333,1.61666666666667,1.28333333333333,2,0.966666666666667,0,0,0,0,0,0,0,0,0,0,1.28333333333333,1.61666666666667,1.28333333333333,2,0.966666666666667
Planet Puzzle League,True,1,True,True,Strategy,True,Nintendo,True,86,E,2007,0.316666666666667,0.316666666666667,0.316666666666667,1,0.316666666666667,0,0,0,0,0,0,0,0,0,0,0.316666666666667,0.316666666666667,0.316666666666667,1,0.316666666666667
DiRT,True,1,True,True,"Racing / Driving,Simulation,Sports",True,,True,83,E,2007,16.0333333333333,35.25,13,34,10.75,39,47.25,38,3,30.75,15.0833333333333,20.2666666666667,14,13,11.6333333333333,12.9,17.45,12.8833333333333,18,9.95
TMNT,True,1,True,True,Action,True,Ubisoft,True,60,E,2007,4.91666666666667,6.46666666666667,5,32,3.46666666666667,5.18333333333333,6.16666666666667,5,10,4.4,5.5,6.8,5.75,4,4.05,4.65,5.46666666666667,4.75,18,3.35
Soldier of Fortune: Payback,True,1,True,True,Action,True,Activision,True,50,M,2007,3.78333333333333,5.75,3.25,16,2.6,0,0,0,0,0,7,7.5,7,2,6.5,3.33333333333333,4.08333333333333,3,14,2.43333333333333
Dynasty Warriors: Gundam,True,2,True,True,Action,True,Namco,True,60,E,2007,62.0666666666667,94.35,50.8,16,32.7166666666667,100.883333333333,116.6,101,6,80.5,49.75,66.3,47.5,4,34.3,31.4666666666667,42.9333333333333,37.0666666666667,6,21.6333333333333
Disney Pirates of the Caribbean: At World's End,True,2,True,True,Action,True,Disney,True,55,M,2007,10.3166666666667,20.2666666666667,7,11,6.81666666666667,31.9,31.9,31.9,1,31.9,11.7166666666667,12.5,12.4666666666667,4,10.5333333333333,5.8,6.43333333333333,5.91666666666667,6,5.43333333333333
